ID,英文名稱,中文名稱,圖片,更新日期
3098818,adamite,水砷锌石,,2017-07-19
3098819,adamsite,暗绿云母,,2017-07-19
3098820,adaptation,适应,,2017-07-19
3098821,adaptative convergence,适应趋同演化,,2017-07-19
3098822,adaptative irradiation,适应辐射,,2017-07-19
3098823,adaptative radiation,适应辐射,,2017-07-19
3098824,adapter,适配器，接合器,,2017-07-19
3098825,ADAS (automatic data acquisition system),自动数据收集系统,,2017-07-19
3098826,adaxial,腹部离轴的,,2017-07-19
3098827,additive metamorphism,加物变质作用,,2017-07-19
3098828,additive stress,相加应力，附加应力,,2017-07-19
3098829,adductor,闭肌，闭壳肌,,2017-07-19
3098830,adductor scar,闭肌痕，闭壳肌痕,,2017-07-19
3098831,adelite,砷钙镁石,,2017-07-19
3098832,Adelochordata,隐索动物，半索动物亚门〔脊索动物〕,,2017-07-19
3098833,Adelocyrtis,隐笼虫属〔放射虫属，T〕,,2017-07-19
3098834,Adelograptus,匿笔石属〔O1〕,,2017-07-19
3098835,adelpholite,钶酸铁锰矿,,2017-07-19
3098836,Adeonidae,满苔藓虫科,,2017-07-19
3098837,Adetognathus,自由颚牙形石属〔C〕,,2017-07-19
3098838,Adetopora,自由孔珊瑚属，树枝管珊瑚属〔C〕,,2017-07-19
3098839,adhesion,黏著,,2017-07-19
3098840,adhesion test,附著力试验，黏著力试验,,2017-07-19
3098841,adiabat,绝热,,2017-07-19
3098842,adiabatic,绝热的,,2017-07-19
3098843,adiabatic gradient,绝热梯度,,2017-07-19
3098844,adiabatic process,绝热作用,,2017-07-19
3098845,adiagnestic,隐晶质的,,2017-07-19
3098846,adiathermic,绝热的,,2017-07-19
3098847,adinole,钠长英板岩,,2017-07-19
3098848,adipocere,棕榈脂肪酸,,2017-07-19
3098849,adipocerite,伟晶蜡石,,2017-07-19
3098850,adipocire,伟晶蜡石,,2017-07-19
3098851,adit,平坑,,2017-07-19
3098852,adjacent bed,围岩，邻层,,2017-07-19
3098853,adjacent-bed effect,围岩效应,,2017-07-19
3098854,adjoining rock,围岩,,2017-07-19
3098855,adjoint,伴随,,2017-07-19
3098856,adjust method of intersection error,交会误差调整法，交点差调整法,,2017-07-19
3098857,adjusted stream,顺向河,,2017-07-19
3098858,adjustment of navigation data,导航数据平差，调整导航数据，定位数据平差,,2017-07-19
3098859,adjustor muscle,调整肌，茎肌,,2017-07-19
3098860,adjustor scar,调整肌痕,,2017-07-19
3098861,adlerstein,针铁矿,,2017-07-19
3098862,admiralty chart,海图,,2017-07-19
3098863,admittance,导纳,,2017-07-19
3098864,admixture,混合物,,2017-07-19
3098865,admontite,水硼镁石,,2017-07-19
3098866,adnate,异体接合,,2017-07-19
3098867,adobe,灰质黏土,,2017-07-19
3098868,adobe flats,砂质黏土平地,,2017-07-19
3098869,adolescent coast,壮年期海岸,,2017-07-19
3098870,adolescent river,壮年河,,2017-07-19
3098871,Adolfia,阿道夫贝属〔腕足类，D3〕,,2017-07-19
3098872,Adrianitidae,亚得里亚菊石科〔头足类，P〕,,2017-07-19
3098873,Adriatic Plate,亚得里亚板块,,2017-07-19
3098874,adsorption,吸附,,2017-07-19
3098875,adular,冰长石,,2017-07-19
3098876,adularia,冰长石,,2017-07-19
3098877,adularia-ablite series,冰钠长石系,,2017-07-19
3098878,adularization,冰长石化作用,,2017-07-19
3098879,advanced coast,前移海岸,,2017-07-19
3098880,advanced-cut meander,前切曲流,,2017-07-19
3098881,advancing coast,前进海岸,,2017-07-19
3098882,advection current,平流,,2017-07-19
3098883,adventitious deposit,外源堆积,,2017-07-19
3098884,adventitious lobe,偶生叶,,2017-07-19
3098885,adventitious root,气根,,2017-07-19
3098886,ADW (Atlantic deep water),大西洋深层水,,2017-07-19
3098887,Adygella,亚迪吉贝属〔T2-3〕,,2017-07-19
